0.000000	0.000000	0.003250
0.200000	0.000000	0.005183
0.400000	0.000000	0.004728
0.600000	0.000000	0.005226
0.800000	0.000000	0.004142
1.000000	0.000000	0.004731
1.200000	0.000000	0.004477
1.400000	0.000000	0.004792
1.600000	0.000000	0.004297
1.800000	0.000000	0.004332
2.000000	0.000000	0.004394
2.200000	0.000000	0.004065
2.400000	0.000000	0.004055
2.600000	0.000000	0.003802
2.800000	0.000000	0.004117
3.000000	0.000000	0.003972
3.200000	0.000000	0.003874
3.400000	0.000000	0.002941
3.600000	0.000000	0.003930
3.800000	0.000000	0.003460
4.000000	0.000000	0.003803
4.200000	0.000000	0.003718
4.400000	0.000000	0.003839
4.600000	0.000000	0.003280
4.800000	0.000000	0.002593
5.000000	0.000000	0.003114
5.200000	0.000000	0.003238
5.400000	0.000000	0.002379
5.600000	0.000000	0.001993
5.800000	0.000000	0.001814
6.000000	0.000000	0.001555
6.200000	0.000000	0.001668
6.400000	0.000000	0.000906
6.600000	0.000000	0.000902
6.800000	0.000000	0.001051
7.000000	0.000000	0.001000
7.200000	0.000000	0.000733
7.400000	0.000000	0.000594
7.600000	0.000000	0.000398
7.800000	0.000000	0.000583
8.000000	0.000000	0.000294
8.200000	0.000000	0.000398
8.400000	0.000000	0.000183
8.600000	0.000000	0.000111
8.800000	0.000000	0.000137
9.000000	0.000000	0.000196
9.200000	0.000000	0.000115
9.400000	0.000000	0.000038
9.600000	0.000000	0.000063
9.800000	0.000000	0.000021
0.000000	0.200000	0.002607
0.200000	0.200000	0.003969
0.400000	0.200000	0.003773
0.600000	0.200000	0.003458
0.800000	0.200000	0.004003
1.000000	0.200000	0.004484
1.200000	0.200000	0.003945
1.400000	0.200000	0.004315
1.600000	0.200000	0.004938
1.800000	0.200000	0.004546
2.000000	0.200000	0.004515
2.200000	0.200000	0.004905
2.400000	0.200000	0.003835
2.600000	0.200000	0.003778
2.800000	0.200000	0.004259
3.000000	0.200000	0.003870
3.200000	0.200000	0.004140
3.400000	0.200000	0.003930
3.600000	0.200000	0.002810
3.800000	0.200000	0.003437
4.000000	0.200000	0.003796
4.200000	0.200000	0.003115
4.400000	0.200000	0.003388
4.600000	0.200000	0.003529
4.800000	0.200000	0.003176
5.000000	0.200000	0.003259
5.200000	0.200000	0.003136
5.400000	0.200000	0.002995
5.600000	0.200000	0.002548
5.800000	0.200000	0.001999
6.000000	0.200000	0.001966
6.200000	0.200000	0.001655
6.400000	0.200000	0.001052
6.600000	0.200000	0.000951
6.800000	0.200000	0.001417
7.000000	0.200000	0.000772
7.200000	0.200000	0.000457
7.400000	0.200000	0.000652
7.600000	0.200000	0.000417
7.800000	0.200000	0.000289
8.000000	0.200000	0.000196
8.200000	0.200000	0.000165
8.400000	0.200000	0.000305
8.600000	0.200000	0.000202
8.800000	0.200000	0.000117
9.000000	0.200000	0.000039
9.200000	0.200000	0.000013
9.400000	0.200000	0.000004
9.600000	0.200000	0.000001
9.800000	0.200000	0.000000
0.000000	0.400000	0.003000
0.200000	0.400000	0.003350
0.400000	0.400000	0.004217
0.600000	0.400000	0.004206
0.800000	0.400000	0.004652
1.000000	0.400000	0.005801
1.200000	0.400000	0.005484
1.400000	0.400000	0.005078
1.600000	0.400000	0.004843
1.800000	0.400000	0.005764
2.000000	0.400000	0.005471
2.200000	0.400000	0.004174
2.400000	0.400000	0.004091
2.600000	0.400000	0.004564
2.800000	0.400000	0.004121
3.000000	0.400000	0.003574
3.200000	0.400000	0.004141
3.400000	0.400000	0.004130
3.600000	0.400000	0.003377
3.800000	0.400000	0.003926
4.000000	0.400000	0.003959
4.200000	0.400000	0.003770
4.400000	0.400000	0.003357
4.600000	0.400000	0.003819
4.800000	0.400000	0.003223
5.000000	0.400000	0.002874
5.200000	0.400000	0.002708
